"schema","uuid","id","title","abstract","category","metadatacreationdate","date-publication","keyword","keyword-geonetwork.thesaurus.external.place.regions","contact-originator","geoBox","LegalConstraints","link","format","image","contact-pointOfContact","date-creation","date-revision","contact-resourceProvider","keyword-1","keyword-2","keyword-3","contact-principalInvestigator","contact-custodian","contact-owner","contact-publisher","contact-distributor","keyword-4","keyword-5","keyword-6","keyword-7","contact-author","contact-"
"iso19139","5e04b96f-102b-4050-a368-bd268833e3dc","48667","Quality of Normalized Difference Vegetation Index (Gezira, Sudan - Dekadal - 30m)","The layer gives an indication of the quality of the NDVI input data. It shows whether a valid observation was available for that dekad, and if not, the length of the data gap since the nearest valid observation, in dekads. The data is provided in near real time from January 2009 to present.","dataset","2022-02-01T10:51:22","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Subnational###Autogenerated###Dekadal###Africa and Near East###Sudan###Gezira","Africa","FAO-UN/ wapor@fao.org","563700.00###516000.00###1566900.00###1598100.00","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L3_GEZ_QUAL_NDVI_D/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/3/L3_GEZ_QUAL_NDVI_D","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l3_gez_qual_ndvi_d","","","","","","","","","","","","","","","","","",""
"iso19139","90ea48c0-d784-4f7a-9359-31f193b1ced5","61318","Interception (Malwathu Oya West Sub Catchment, Sri Lanka - Dekadal - 30m)","The Interception (I) data component (dekadal, in mm/day) represents the evaporation of intercepted rainfall from the vegetation canopy. Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The value of each pixel represents the average daily evaporated interception for that specific dekad. The data is provided in near real time from January 2015 to present.","dataset","2022-02-01T10:47:48","2021-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Subnational###Dekadal###Sri Lanka###Malwathu Oya West Sub Catchment","Sri Lanka###Asia","FAO-UN/ wapor@fao.org","80.19###80.52###8.15###8.67","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L3_MAL_I_D/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://wapor.apps.fao.org/catalog/WAPOR_2/3/L3_MAL_I_D","TIF","https://data.apps.fao.org:/map/catalog/srv/api/records/90ea48c0-d784-4f7a-9359-31f193b1ced5/attachments/thumbnail584612473368300129.png","","","","","","","","","","","","","","","","","",""
"iso19139","995de5af-7ce1-4555-9221-fbc28469e3fb","48663","Quality of Normalized Difference Vegetation Index (Bekaa, Lebanon - Dekadal - 30m)","The layer gives an indication of the quality of the NDVI input data. It shows whether a valid observation was available for that dekad, and if not, the length of the data gap since the nearest valid observation, in dekads. The data is provided in near real time from January 2009 to present.","dataset","2022-02-01T16:19:51","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Subnational###Autogenerated###Dekadal###Africa and Near East###Lebanon###Bekaa","Africa","FAO-UN/ wapor@fao.org","35.10###36.604###33.056###34.688","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L3_BKA_QUAL_NDVI_D/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/3/L3_BKA_QUAL_NDVI_D","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l3_bka_qual_ndvi_d","","","","","","","","","","","","","","","","","",""
"iso19139","834b153e-9272-4817-ac1b-84ff002009bf","52202","Saturated Soil Water Content (Selenga, Mongolia - 5km)","Saturated soil water content calculated over the Mongolian Selenga Basin and the Selenga drainage area to Naushki, beyond the boundaries of Mongolia. The dataset is derived from the High Resolution Soil Map of Hydraulic Properties (HiHydroSoils v1.0).","dataset","2022-08-02T12:54:40","2020","Soil water content###Hydrosoil###Water Accounting###ADB###Selenga river###Selenge###Naushki###Mongolian Selenga Basin###Mongolia","","IHE-Delft/ c.michailovsky@un-ihe.org","87.736###119.91###41.586###52.13","copyright","https://data.apps.fao.org/map/gsrv/gsrv1/adb/wms","netCDF","","","","","","","","","","","","","","","","","","",""
"iso19139","4448d12e-c1e6-4ffb-8476-375bbaeba331","38235","National investment in Environment, Forest and Climate Change sectors (Bangladesh - 2018)","Source: Environment, Forest and Climate Change (EFCC) and Country Investment Plan (CIP) The EFCC-CIP responds to the urgent need to address environmental degradation and to improve the country’s ability to meet the threats posed by climate change.","dataset","2022-11-29T14:32:57","2018","HiH_Forestry###investments###Tag_forestry","Bangladesh###Asia","","88.022###92.643###20.739###26.624","copyright###license","https://data.apps.fao.org/map/gsrv/gsrv1/forestry/wms?request=GetCapabilities###http://www.bforest.gov.bd/###http://bfis.bforest.gov.bd/multimedia/2019/01/22/bangladesh-country-investment-plan-cip-for-environment-forestry-and-climate-change-efcc_english/###http://extwprlegs1.fao.org/docs/pdf/bgd189714.pdf","ESRI Shapefile","","","","","","","","","","","","","","","","","","",""
"iso19139","fc719044-7a71-4363-866b-41ea026bc196","63168","Risk Cumulative Indicators with high emissions scenario (Mid-term)","This dataset assesses the risks for a system or a community to the adverse effects of climate change, considering the available information on the following indicators.......... Reference time period: 2041-2060 (Medium term) Reference climate scenario: RCP8.5 (High emissions)","dataset","2022-02-16T16:09:05","2022-01-26","high temperature###climate hazards###weather###Climate risk indicators###World","","fao-un/","-180.00###180.00###-90.00###90.00","copyright###license###","https://io.apps.fao.org/geoserver/wms/CRTB/RISK_FI_CUMULATIVE/v1?request=GetCapabilities&service=WMS&version=1.3.0","NETCDF v.4","https://data.apps.fao.org:/map/catalog/srv/api/records/fc719044-7a71-4363-866b-41ea026bc196/attachments/thumbnail2072874567247454813.png","","","","","","","","","","","","","","","","","",""
"iso19139","fc300d9e-3bab-402d-953e-0362656a464b","52231","Number of Rainy Days (Tonle Sap, Cambodia - Monthly - 250m)","Number of Rainy Days calculated for the Tonle Sap river basin in Cambodia.","dataset","2022-08-11T10:02:40","2020","Water Accounting###Number od rainy days###Precipitation###ADB###Monthly###Tonle Sap basin###Cambodia","","IHE-Delft/ e.salvadore@un-ihe.org","102.31###107.61###10.416###14.705","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 3.0 IGO (CC BY-NC- SA 3.0 IGO)","https://io.apps.fao.org/geoserver/wms/WATER/KHM_NRD/v2?service=WMS&version=1.3.0&request=GetCapabilities","netCDF","","","","","","","","","","","","","","","","","","",""
"iso19139","a3ee4360-853a-11db-b9b2-000d939bc5d8","42052","Coefficient of variation (CV) of length of growing period (LGP), 1901-1996 (FGGD)","The FGGD CV of LGP map is a global raster datalayer with a resolution of 5 arc-minutes. Each pixel contains an average coefficient of variation of LGP for the pixel area over the period 1901-1996. The data are from FAO and IIASA, 2000, Global agro-ecological zones, as reported in FAO and IIASA, 2007, Mapping biophysical factors that influence agricultural production and rural vulnerability, by H. von Velthuizen et al.","dataset","2023-02-01T18:25:09","2007-07-06","climate###crops###World","","","-180.00###180.00###-90.00###90.00","copyright###copyright","https://storage.googleapis.com/fao-maps-catalog-data/uuid/a3ee4360-853a-11db-b9b2-000d939bc5d8/resources/Map4_3.zip###https://data.apps.fao.org/map/gsrv/gsrv1/geonetwork/wms?styles=geonetwork_lgp_cv_14126_style","TIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/a3ee4360-853a-11db-b9b2-000d939bc5d8/thumbnail/Map_4_03_s.png###https://storage.googleapis.com/fao-maps-catalog-data/uuid/a3ee4360-853a-11db-b9b2-000d939bc5d8/large_thumbnail/Map_4_03.png","FAO - GIS UNIT/ gis-manager@fao.org","","","","","","","","","","","","","","","","",""
"iso19139","916e3436-f8d6-48f4-961e-aaa2ffc6e1b7","49078","ASIS: Drought Intensity - Near Real Time (Global - Dekadal - 1 Km)","Complementary to Agricultural Stress Index (ASI) which detects the severe and extreme drought, Drought Intensity is another quick-look indicator in ASIS that facilitates the early understanding of the intensity of the drought. It is a new indicator introduced in ASIS 2 (2018). Agricultural droughts are classified by their intensity and are categorized into four classes: Extreme, Severe, Moderate or Mild. The intensity of drought in ASIS is calculated through the weighted Mean Vegetation Health Index, indicating that the poorer the vegetation health the more severe the drought. Drought Intensity dekadal product is processed based on the conditions from the start of the season up to the current dekad. If differs from Drought Intensity Annual product which describes the drought conditions over the entire crop season. Important note: Map legend value= Pixel physical value * multiplier (100), except 251: off season, 252: no data, 253: no season and 254: no crop land, 255: water More information, please visit FAO GIEWS Earth Observation website: https://www.fao.org/giews/earthobservation/index.jsp?lang=en Data license policy: Creative Commons Attribution- NonCommercial-ShareAlike 3.0 IGO (CC BY-NC- SA 3.0 IGO) Recommended citation: © FAO - Agricultural Stress Index System (ASIS), http://www.fao.org/giews/earthobservation/, [Date accessed]","dataset","2022-10-27T13:03:27","","Agricultural Drought###Crop growing condition###Early Warning System###Vegetatation Index###HiH_ASIS###HiH_GIEWS_OB###Global###Countries","Continents","FAO-UN/ giews1@fao.org","-180.004464###179.995536###-56.0044643###75.0044643","copyright###copyright###Creative Commons Attribution- NonCommercial-ShareAlike 3.0 IGO (CC BY-NC- SA 3.0 IGO)","http://www.fao.org/giews/earthobservation/asis/index_1.jsp?lang=en#uvhi###https://io.apps.fao.org/geoserver/wms/ASIS/DI_D/v2?service=WMS&version=1.3.0&request=GetCapabilities","TIFF","https://data.apps.fao.org:/map/catalog/srv/api/records/916e3436-f8d6-48f4-961e-aaa2ffc6e1b7/attachments/DI_dekadal.png","","2018","","","","","","","","","","","","","","","",""
"iso19139","2b801994-aa58-4257-ba48-67b6eefd9f20","19656","Rainfall Monitoring by Region for the African Continent: Southern Africa","Maps on monthly total rainfall amount (in millimeters) and monthly rainfall percentage of normals 1961-1990 (in percentage) from August 2004 to October 2008 are available here for download for Southern Africa. Rainfall data are also available in GeoNetwork for the whole African continent and the following Regions : Northern Africa, Western Africa, and Eastern Africa. An interpolation method (Kriging) is applied to input data. Data input for rainfall maps are provided by Global Precipitation Climatology Centre (GPCC) operated by the Deutscher Wetterdienst (DWD, National Meteorological Service of Germany). GPCC First Guess Product, gauge-based gridded monthly precipitation data sets for the global land surface, at spatial resolutions of 1.0 x 1.0 degrees geographical latitude by longitude are used. The First Guess Product of the monthly precipitation anomaly is based on interpolated precipitation anomalies from about 6,000 stations worldwide. Data sources are synoptic weather observation data (SYNOP) received at DWD via the WMO Global Telecommunication System (GTS) and climatic mean (mainly 1961-1990) monthly precipitation totals at the same stations extracted from GPCC s global normals collection. An automatic-only quality-control (QC) is applied to these data. Since September 2003, GPCC First Guess monthly precipitation analyses are available within 5 days after end of an observation month.","dataset","2019-11-22T10:32:38","2008-12-04T11:19:00","temperature###precipitation###Tag_climate###World###Agromet","","FAO-UN - ex-FAO Agrometeorology Group of Sustainable Development Department/","10.89###33.01###-32.56###-14.9","copyright######","http://www.dwd.de/bvbw/appmanager/bvbw/dwdwwwDesktop/?_nfpb=true&switchLang=en&_pageLabel=_dwdwww_klima_umwelt_datenzentren_wzn###https://storage.googleapis.com/fao-maps-catalog-data/uuid/2b801994-aa58-4257-ba48-67b6eefd9f20/resources/SAf_raitot_raiper_2004.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/2b801994-aa58-4257-ba48-67b6eefd9f20/resources/SAf_raitot_raiper_2005.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/2b801994-aa58-4257-ba48-67b6eefd9f20/resources/SAf_raitot_raiper_2006.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/2b801994-aa58-4257-ba48-67b6eefd9f20/resources/SAf_raitot_raiper_2007.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/2b801994-aa58-4257-ba48-67b6eefd9f20/resources/SAf_raitot_raiper_2008.zip###https://data.apps.fao.org/map/catalog/srv/eng/resources.get?id=36924&fname=&access=private###https://data.apps.fao.org/map/catalog/srv/eng/resources.get?id=36924&fname=&access=private","","https://storage.googleapis.com/fao-maps-catalog-data/uuid/2b801994-aa58-4257-ba48-67b6eefd9f20/thumbnail/SA_rainfall_10-2008_s.png","FAO-UN - Climate and Environment Division (CBC)/ Hideki.Kanamaru@fao.org","","","","","","","","","","","","","","","","",""
"iso19139","f8568e67-46e7-425d-b779-a8504971389b","39342","ASIS: Historic Agricultural Drought Frequency (Global - 1 Km)","Historic Agricultural Drought Frequency Maps depict the frequency of severe drought in areas where 30 percent/50 percent of the cropland/grassland has been affected. The historical frequency of severe droughts (as defined by ASI) is based on the entire ASI Annual Summary times series (1984-2021). Formula: The number of years when land affected>30 percent/50 percent occurred/(2021-1984+1) *100 Pixel value ranges from 0-100 (unit: percentage). Flag: 252: no data; 253: no season; 254: no cropland/grassland. More information, please visit FAO GIEWS Earth Observation website: https://www.fao.org/giews/earthobservation/index.jsp?lang=en Data license policy: Creative Commons Attribution- NonCommercial-ShareAlike 3.0 IGO (CC BY-NC- SA 3.0 IGO) Recommended citation: © FAO - Agricultural Stress Index System (ASIS), http://www.fao.org/giews/earthobservation/, [Date accessed]","dataset","2022-10-27T13:16:44","","Agricultural Drought###Drought frequency###Early Warning System###drought resilence and mitigation###ASIS###GIEWS###HiH_ASIS_HDF###HiH_GIEWS_OB###HiH_ASIS###Global","Continents","FAO/ giews1@fao.org","-140.00###140.00###-80.00###80.00","copyright###copyright###Creative Commons Attribution- NonCommercial-ShareAlike 3.0 IGO (CC BY-NC- SA 3.0 IGO)","http://www.fao.org/giews/earthobservation/asis/index_1.jsp?lang=en&type=131###https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/metadata/f8568e67-46e7-425d-b779-a8504971389b###https://io.apps.fao.org/geoserver/wms/ASIS/HDF/v2?service=WMS&version=1.3.0&request=GetCapabilities","GeoTiff","https://data.apps.fao.org/map/catalog/srv/api/records/f8568e67-46e7-425d-b779-a8504971389b/attachments/ASIS-HADF.PNG","","2018","","","","","","","","","","","","","","","",""
"iso19139","3f564dc9-b679-4d20-bdb5-f91ef59b525c","48674","Total Biomass Production (Lamego, Mozambique - Seasonal - 30m)","Total Biomass Production (TBP) is defined as the sum of the above-ground dry matter produced during the course of the growing season. The seasonal value represents the total accumulated biomass during one growing season, from start of season (SOS) to end of season (EOS). A pixel value of -9997 denotes \"out of season\". The data is provided in near real time from January 2009 to present.","dataset","2022-02-01T08:30:29","2021-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_Subnational###Autogenerated###Seasonal###Africa and Near East###Mozambique###Lamego","Africa","FAO-UN/ wapor@fao.org","654360.00###609000.00###7847000.00###7880000.00","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L3_LAM_TBP_S/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/3/L3_LAM_TBP_S","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l3_lam_tbp_s","","","","","","","","","","","","","","","","","",""
"iso19139","6a084636-07fc-4b9c-9d7d-a7f41e5fc50d","48862","Interception (Africa and Near East - Dekadal - 100m)","The interception (I) data component (dekadal, in mm/day) represents the evaporation of intercepted rainfall from the vegetation canopy. Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The value of each pixel represents the average daily evaporated interception for that specific dekad. The data is provided in near real time from January 2009 to present.","dataset","2022-01-27T16:18:31","2020-01-01","Water###WaPOR###WaPOR_2###WaPOR_2_National###Autogenerated###Dekadal###Africa and Near East###Benin###Burundi###Egypt###Ethiopia###Ghana###Iraq###Jordan###Kenya###Lebanon###Mali###Morocco###Mozambique###Niger###Palestine###Rwanda###South Sudan###Sudan###Syrian Arab Republic###Tunisia###Uganda###Yemen###Awash Basin###Jordan Basin###Litani Basin###Niger Basin###Nile Basin","Africa","FAO-UN/ wapor@fao.org","65.0044643###-30.0044643###-40.0044643###40.0044643","copyright###license###Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","https://io.apps.fao.org/geoserver/wms/WAPOR_2/L2_I_D/v2?service=WMS&version=1.3.0&request=GetCapabilities###https://WaPOR.apps.fao.org/catalog/WaPOR_2/2/L2_I_D","TIF","https://io.apps.fao.org/geoserver/wms/reflect?layers=WAPOR_2:l2_i_d","","","","","","","","","","","","","","","","","",""
